A_sec,A_trab,fc,L1,L2,Pisos,Cm,Cv,vigas_sec_bf,vigas_sec_tf,vigas_sec_h,vigas_sec_tw,vigas_trab_bf,vigas_trab_tf,vigas_trab_h,vigas_trab_tw,col_b,col_h,col_e,ep4e_tp,ep4e_bp,ep4e_g,ep4e_pf,ep4e_perno,Resultados_Mpr_iz,Resultados_Mpr_der,Resultados_Sh_iz,Resultados_Sh_der,Resultados_Vu_iz,Resultados_Vu_der,Resultados_Mf_iz,Resultados_Mf_der,Resultados_Esfv_iz,Resultados_Esfv_der,Resultados_Efst_iz,Resultados_Efst_der,Resultados_Estreal_iz,Resultados_Estreal_der,Resultados_tp_min_iz,Resultados_tp_min_der,Refuerzo Adicional_Zp_iz,Refuerzo Adicional_Zp_der,Refuerzo Adicional_g_iz,Refuerzo Adicional_g_der
36,50,210,4.374284907433594,4.811068858672636,4,0.5381477239054647,0.25198457180909706,13.545569390221695,1.0711409729470462,29.92517424832664,0.7138852051557643,13.409535785310625,1.0144326165529882,30.282942825056235,0.4275053165070003,37.61451424452291,39.68237878421819,0.5253251843648352,3.2440026539063664,25.099003490281454,13.765633086201259,4.772810715638412,0.8215072548307487,22.423,22.423,15.141,15.141,22.016,22.016,25.757,25.757,11.418,11.418,113.0,113.0,91.513,91.513,1.884,1.884,30.283,30.283,29.464,29.464
50,50,210,5.260619735789983,5.179366053487008,1,0.36948135082843586,0.17581484557188237,19.64139573046395,1.0335454231021082,26.494293727152716,0.5193433149022795,12.034834452546013,0.6194913007484029,32.98158640752578,0.5599249479322733,33.56216842047393,30.075284745079223,0.6399075592515729,2.3437038671700128,26.488887885422777,11.386864607140335,3.5251132799790414,0.767433717343747,17.732,17.732,16.491,16.491,18.456,18.456,20.776,20.776,10.968,10.968,113.0,113.0,76.499,76.499,1.386,1.386,32.982,32.982,24.513,24.513
36,36,210,4.195922045653575,7.050303516904485,2,0.5297371111592966,0.2246470159541336,19.920093955944097,1.0437738254321867,27.01539899636017,0.7226664213551763,23.188913782041038,1.5018071736199632,50.07087284999278,0.7686160075941082,34.21191813510302,25.34359633135564,0.7521265085667577,3.238226738619376,26.790414603810113,11.466548862836714,3.762230115696374,0.9024487313038406,83.554,83.554,25.035,25.035,62.703,62.703,99.252,99.252,26.947,26.947,95.801,95.801,176.095,176.095,2.496,2.496,50.071,50.071,79.37,79.37
36,50,210,5.049300528836522,7.888864283441903,3,0.588649995888809,0.18015268205479426,13.713803926010595,0.9401157435668153,39.27139142805679,0.517403338235396,13.963279173650967,1.360458683099551,49.764488102740344,0.5288089025422893,33.288078417220106,39.137561518758694,0.39597738584664255,2.372758200373123,15.7209072730735,17.4138542225977,4.282687635879529,1.1184858545134617,56.217,56.217,24.882,24.882,33.242,33.242,64.489,64.489,9.3,9.3,113.0,113.0,74.74,74.74,2.707,2.707,41.89,41.89,47.152,47.152
50,50,210,4.222840620743321,7.1691862218279425,4,0.6931592362343317,0.21880073147282295,10.639580764682062,1.1538681712768555,30.149206719179894,0.5153476589164363,19.250444554640794,1.5651542787601973,50.67501295070255,0.6199960899479402,25.066748588190986,26.52720866618995,0.4895533979593586,1.5840370804625545,23.521702422237624,11.597023903895652,3.7436527971458524,1.0336672603758659,84.879,84.879,25.338,25.338,55.122,55.122,98.846,98.846,18.056,18.056,112.693,112.693,132.203,132.203,2.608,2.608,50.675,50.675,67.303,67.303
36,50,210,5.937987190883144,7.087116087504094,3,0.39310162249407554,0.2686875032828606,17.469337519454026,0.951499544994557,47.615261029553906,0.7074653884516569,15.976068606283112,1.1071442647986571,34.908440167770074,0.742856187357372,36.19066613461597,32.15197236618384,0.32589055834243613,2.726100993205285,15.301178789961774,17.803955286895114,5.3705404146891516,0.9268925460129651,36.937,36.937,17.454,17.454,20.03,20.03,40.433,40.433,8.16,8.16,113.0,113.0,97.714,97.714,2.815,2.815,34.908,34.908,44.747,44.747
36,50,280,4.567541934783179,4.568084149319664,1,0.5742539657852151,0.3199957700856903,10.529667177647864,0.7997567640280323,49.24807345652078,0.5617842995784329,18.71338548760462,1.457147358166732,31.663649036290785,0.6249672552702211,28.510979142364583,26.568723699840913,0.6586367279481842,2.397277851360446,24.128792663457304,17.73125833361846,5.972664784466877,0.9288990661625741,44.192,44.192,15.832,15.832,31.676,31.676,49.207,49.207,12.849,12.849,113.0,113.0,132.497,132.497,2.884,2.884,31.664,31.664,54.378,54.378
36,50,280,6.800596524822204,6.844026471126498,2,0.5804173312262987,0.31340697037666393,15.243072330505912,1.1182562795902162,44.794451643049385,0.4987711226851572,16.16111922982209,1.4729679144527537,32.77778206858078,0.6608978554126461,37.102735436408544,25.848031100539924,0.33426786244989737,2.3456846823456425,20.92321226234936,10.050389597469225,5.577989756472645,0.7567486872047902,41.383,41.383,16.389,16.389,19.765,19.765,44.622,44.622,12.08,12.08,113.0,113.0,174.684,174.684,2.577,2.577,32.778,32.778,50.494,50.494
36,50,210,4.914854554640816,7.50671242507707,3,0.35375798059049657,0.31367347457054284,13.87590469471752,1.0068584965321996,44.129356886259046,0.5525720345973524,17.92292363202595,1.1615442907403253,38.077669410607406,0.76330214989704,27.242017772684004,37.64672812568563,0.3947549012656655,3.2745324975854952,16.585000162837886,11.426591582598459,3.1323787952993465,0.7506391496707092,46.96,46.96,19.039,19.039,27.415,27.415,52.179,52.179,17.029,17.029,113.0,113.0,176.049,176.049,2.385,2.385,38.078,38.078,51.696,51.696
50,50,210,7.352997739120366,6.654051377279311,4,0.5761919211380595,0.32783613881465873,18.38008345297196,1.1781119975546024,21.86047652322717,0.337733888332919,14.096736508876281,0.9508039404309997,30.100545282609218,0.5521533595441606,31.085682854369644,29.258929892160513,0.3606442721373096,3.428988197695939,22.404446421484025,19.433330510099477,3.1658306422280322,1.071552552866152,23.212,23.212,15.05,15.05,12.492,12.492,25.092,25.092,3.808,3.808,113.0,113.0,52.613,52.613,1.732,1.732,30.101,30.101,31.782,31.782
50,36,210,4.15564659475452,7.2960186635069855,1,0.6770373052756473,0.2329007678477339,12.906780815248935,1.1789110719614047,46.14831293971196,0.5372381745549488,21.381271225017343,1.1871662656286666,30.35081110402469,0.8434916372870533,27.665062797028984,37.05997442967021,0.6874812173260907,2.9546499114909337,26.844374630176258,13.10064612000194,5.795319606977308,0.8508628445290896,35.729,35.729,15.175,15.175,29.495,29.495,40.205,40.205,14.259,14.259,113.0,113.0,133.639,133.639,2.436,2.436,30.351,30.351,55.773,55.773
36,36,280,6.614980105206232,6.6958884226561235,1,0.34458579732274824,0.19293304666410596,10.150591111061138,1.0718196680013141,35.62900208419935,0.5559298441759578,17.5766065282832,1.5776164922714664,31.88451342236261,0.6986062430891278,34.975041422281535,27.249997097234708,0.44834172964427166,2.0758538067840324,27.91337421211881,15.511701198713158,3.9895692455274325,0.8644445627482417,38.856,38.856,15.942,15.942,20.909,20.909,42.189,42.189,9.793,9.793,113.0,113.0,130.737,130.737,2.155,2.155,31.885,31.885,56.647,56.647
36,36,210,4.345329834881227,7.5774478376552,4,0.5548000106421063,0.16101399830311433,15.987490437952978,0.9383079965544443,36.66538694802811,0.5999234925598459,22.02272940813386,1.247737543973842,31.236197533727978,0.5852979954424948,26.188490367928402,34.62673634041437,0.30672924714488037,3.312878132115747,20.61634449997173,14.631232724695451,5.198406243805279,1.2031808397346158,37.292,37.292,15.618,15.618,23.794,23.794,41.008,41.008,5.753,5.753,113.0,113.0,66.293,66.293,2.621,2.621,31.236,31.236,53.834,53.834
50,36,280,5.883624114433514,7.482138373085807,1,0.3334799904479083,0.20660524916846001,13.097160456495764,1.0320699750879934,26.45521000493469,0.5061098632930465,18.58734663332854,1.508434915523242,57.21724256589691,0.6607155359460619,32.47774737939442,25.343000869996814,0.35619900524459797,1.600596519036034,20.207493386489972,14.364971872148907,3.6735078204327687,0.9159733314272098,80.794,80.794,28.609,28.609,38.188,38.188,91.72,91.72,15.931,15.931,113.0,113.0,137.717,137.717,2.538,2.538,55.762,55.762,68.915,68.915
36,50,280,6.159102529353499,7.567973399779509,4,0.36015874353592303,0.28780762834900464,11.303751874538287,0.9685967021257238,27.609280829309935,0.6762324558342296,24.64455259413661,1.439730232900419,43.99781696024809,0.5369993569369482,39.223971798659896,30.379187157681507,0.30724078736204863,2.8703297223347684,20.95244701903132,18.60439099238218,3.7289065681070044,1.2211084459164876,80.564,80.564,21.999,21.999,36.274,36.274,88.544,88.544,8.514,8.514,113.0,113.0,97.922,97.922,2.909,2.909,43.998,43.998,69.783,69.783
50,36,210,6.7579578577444375,4.643349921119782,2,0.4646102878180862,0.20838696667087075,11.730550810361462,0.7300987170197841,34.653936235949985,0.5527494498550469,20.717337165209358,1.0644808294902273,51.32335919003242,0.5477096383628571,34.86847603795708,27.998921921736176,0.5587690517462921,3.2560922457435932,21.284835017609584,11.926019085530445,4.538215108619749,0.8461509866347268,56.821,56.821,25.662,25.662,29.016,29.016,64.267,64.267,14.184,14.184,113.0,113.0,125.341,125.341,2.293,2.293,51.323,51.323,53.288,53.288
50,50,280,5.786168676343081,5.844593712949356,4,0.43108655042386734,0.27940815781642836,16.43513730185458,1.111504175926402,29.78164153190033,0.6783262549487366,12.401938172930484,1.5665104142345458,42.59786398634024,0.8867571114770156,33.09782675188524,25.91564243550685,0.6211223423307881,2.738620546758664,17.500453979536655,11.109073705565237,5.692491340801946,0.7760823657742524,52.987,52.987,21.299,21.299,31.35,31.35,59.664,59.664,18.218,18.218,112.386,112.386,169.431,169.431,2.778,2.778,37.206,37.206,55.388,55.388
36,36,210,7.884088998949144,4.697342851060922,2,0.5959410512413834,0.3142100335559016,12.674193794195954,0.937614689565889,25.798910491951396,0.2832230475182034,15.884793593655832,1.321335448922233,48.14486840403933,0.9408664286300583,32.302416781186594,33.78851398055936,0.7294886864423462,1.9506105670909255,20.151316294087664,11.777920827780207,5.365018861359792,1.0345319143825717,58.007,58.007,24.072,24.072,28.169,28.169,64.788,64.788,9.212,9.212,113.0,113.0,90.73,90.73,2.549,2.549,47.654,47.654,63.592,63.592
36,50,280,7.020354670180806,7.201924022334528,4,0.6378342952417188,0.3078606100942596,10.321223413421084,0.9629842206828162,31.841308538570452,0.4966444135389009,19.330361764924834,1.2245240600149643,48.88408056151276,0.9408103987611098,26.397017480052693,30.065411808780535,0.5824921359281677,2.2068440495968193,21.47157348790949,13.481358260301485,4.960882435520374,0.8878922991993042,75.845,75.845,24.442,24.442,31.891,31.891,83.64,83.64,14.158,14.158,113.0,113.0,156.227,156.227,2.794,2.794,48.884,48.884,68.271,68.271
50,50,280,5.28607382910393,4.55821706765005,2,0.5230656219530598,0.15325183994086375,14.527741676563855,0.8534334238684282,29.37842643873539,0.39359076842268415,19.87850790833035,1.2951236274106577,37.64578917563503,0.5877432521979054,31.46392508427857,27.498742635482916,0.3727076487405349,2.960284991288745,22.348674551467553,14.940211684647718,4.482977675638907,0.7924797412155249,51.781,51.781,18.823,18.823,28.401,28.401,57.127,57.127,15.828,15.828,113.0,113.0,175.615,175.615,2.58,2.58,37.646,37.646,54.07,54.07
50,50,280,4.017507351078821,4.332362917974679,3,0.6108880971720404,0.3195891973720284,11.039216828571778,1.0853418624465105,28.83537999436249,0.5598891770330237,18.00452817862002,1.0673124235284264,41.31961209826206,0.7112923103532856,27.770539756802954,33.73762062210015,0.4283609627738126,1.777719502693112,26.244408680298317,13.058124327058362,3.089329983996625,1.133806414574274,48.54,48.54,20.66,20.66,35.131,35.131,55.798,55.798,9.565,9.565,113.0,113.0,75.677,75.677,1.964,1.964,41.32,41.32,49.729,49.729
50,50,280,4.201601930574245,7.476287371692521,3,0.3727679122362806,0.3167546116468413,17.47906787172972,0.8754578195327258,43.141140441703214,0.4495741223571328,22.328825084034726,1.4891372166086336,53.58873045526964,0.6585796661706815,38.12759298784877,34.6532808141415,0.3157321174625923,3.3144726688035746,19.787605185934527,13.322704516325583,3.435753508634434,1.02379432863609,99.908,99.908,26.794,26.794,66.856,66.856,117.821,117.821,22.325,22.325,104.583,104.583,151.418,151.418,2.918,2.918,53.589,53.589,74.874,74.874
50,50,210,6.639122727966882,5.883872621479121,3,0.6076887360317245,0.1929066244332952,15.788388347858257,0.9549729598959719,20.20518196851608,0.4786709872237872,12.958360722554035,1.2712051106208642,36.82137321230646,0.8163095427395337,30.711414534443957,28.731767465821815,0.7377316652759742,2.328909921546159,19.40076811905184,19.233940517372083,5.371626330567131,0.8818345824903586,38.283,38.283,18.411,18.411,24.167,24.167,42.733,42.733,10.877,10.877,113.0,113.0,108.482,108.482,2.6,2.6,36.821,36.821,45.696,45.696
36,36,210,5.904294447387182,4.744249839338661,4,0.4829099629865804,0.18496043977151952,11.742177209453223,1.0800338738160846,34.48974718130818,0.6324149150827937,18.282173523521124,1.0716170762246964,45.107227778802695,0.5564979547876555,31.074305453789997,38.39784630802589,0.6716855400075072,3.1565523001802536,19.725978534808085,14.340487517589471,4.864581227002354,0.8617355269290154,44.183,44.183,22.554,22.554,27.62,27.62,50.413,50.413,13.018,13.018,113.0,113.0,108.194,108.194,2.34,2.34,45.107,45.107,47.319,47.319
50,50,280,7.350401255886068,7.428582555177094,2,0.3998601346450492,0.32388821668942713,12.996820166650528,0.653839298521274,20.248808446237952,0.7342998218820813,17.45147247584108,1.4163521616398687,37.93352511377317,0.55210080005862,36.916360204772324,26.35890435027677,0.6485905459994024,1.5388104984763475,15.925953468039442,12.069762098234738,4.7404144738925265,0.8463165098764238,49.751,49.751,18.967,18.967,27.044,27.044,54.881,54.881,13.215,13.215,113.0,113.0,147.255,147.255,2.841,2.841,37.934,37.934,51.611,51.611
50,36,280,7.975834533972584,5.979917553016216,1,0.42142618593052295,0.2248940713685701,17.18815213993978,0.9583877291152552,48.15978918932478,0.7911590328199654,13.256307048410692,0.9558404882461444,54.000801756691885,0.6104734934524803,39.27645493992215,35.163174739433586,0.7050129407639418,2.8127579213428273,15.767748511265824,10.609921721791334,4.017565282196493,1.0521088184932417,42.869,42.869,27.0,27.0,26.019,26.019,49.894,49.894,8.227,8.227,113.0,113.0,59.634,59.634,2.093,2.093,39.769,39.769,42.856,42.856
50,50,210,4.755015046326987,7.674291303820628,3,0.6482631870033009,0.17057832043098786,17.834592298971522,1.0687741115189549,35.689507292729346,0.7825136532481528,13.749530012230885,1.285856207474375,57.457340910899504,0.7552467598458479,32.91020357541807,39.1648924215179,0.6637948616983036,3.2269100300799636,15.850878968416492,17.430797379546647,3.8513288631827787,1.1574054227681467,72.442,72.442,28.729,28.729,48.542,48.542,86.387,86.387,12.683,12.683,113.0,113.0,80.571,80.571,2.796,2.796,41.249,41.249,57.609,57.609
36,36,210,4.069803727524686,5.725696207841068,3,0.5526264623550712,0.3034806502307035,15.517328519959001,1.0657823635794137,44.76164258569192,0.5518439949721734,22.185835585754205,1.302721841957398,35.131066556325976,0.8731267197987898,38.51555114296198,27.553454309433583,0.4081770263954791,1.923877153399323,27.91260008969432,13.26435353985984,4.521765892084158,0.9567941970297926,47.7,47.7,17.566,17.566,36.48,36.48,54.108,54.108,13.947,13.947,113.0,113.0,122.618,122.618,2.368,2.368,35.131,35.131,64.652,64.652
36,36,280,5.479195620809386,4.024208550122818,2,0.41123178664178983,0.3096990658915139,14.90536152561732,0.8577645987739029,31.503900425390633,0.643071685411204,18.18373651388947,1.3198314167025096,58.73291355872119,0.7849778783491431,38.014330224272186,38.36406279501519,0.572613942160178,2.3758258608428804,16.276909314413338,19.60944580370664,5.10282125517096,0.7625623417747356,78.749,78.749,29.366,29.366,45.792,45.792,92.196,92.196,27.562,27.562,94.632,94.632,193.805,193.805,3.114,3.114,54.551,54.551,69.023,69.023
36,50,210,5.080376794167449,4.447169169123958,3,0.3861663425692228,0.2936509501112262,15.032320876964562,1.0847190424680273,25.621951125012448,0.4174134459867748,15.20951617939056,1.566960605426082,51.10884882874035,0.7954493696604196,31.74997524956446,30.828806122901632,0.3383272256214612,1.5693923821057287,29.741768603894116,11.033118334688437,5.395175145935844,0.9832830244926809,75.991,75.991,25.554,25.554,41.116,41.116,86.498,86.498,14.884,14.884,113.0,113.0,126.734,126.734,2.461,2.461,45.629,45.629,64.37,64.37
50,36,280,4.294717346420109,5.965456439456204,4,0.4765980628637233,0.24578586496160298,16.477334598224772,1.0911545051367195,47.49048392698691,0.6213973748230321,17.964447204428737,0.9277512306344805,35.58085000803628,0.896152398626413,29.755511221424282,38.230330764802936,0.4128024579129847,1.843789770301493,24.977792462729994,14.813803342560004,3.7000734351835654,0.8069542371159277,32.85,32.85,17.79,17.79,24.184,24.184,37.153,37.153,12.999,12.999,113.0,113.0,115.548,115.548,1.908,1.908,35.581,35.581,47.667,47.667
50,36,210,6.119830896312905,5.70123764857601,2,0.4050476480706894,0.3138996753730736,10.307636914018232,0.9681858281750533,28.10329722802158,0.473576572359761,17.891280752491404,1.3448184020861134,54.167613810676016,0.6230724500434787,30.90114331896628,36.956242823138815,0.7091188560610706,3.139247688797693,24.812051909379207,16.608484395847853,3.156740095064897,0.7901513505912041,66.45,66.45,27.084,27.084,36.179,36.179,76.248,76.248,20.281,20.281,108.465,108.465,162.256,162.256,2.097,2.097,53.674,53.674,60.147,60.147
50,36,280,6.620384147534686,5.690769048228538,4,0.6016584392744508,0.20704048890090807,12.542842448806033,0.7859415842430704,36.867329311104484,0.3888644564614179,15.88891242342919,1.2017039899011819,30.289608274588424,0.44891751362491716,38.13093520483897,27.08122805153048,0.47407567973675724,1.620566426011748,29.207851708610306,17.388536072741214,4.829802668500429,1.1896893602000238,25.364,25.364,15.145,15.145,17.584,17.584,28.027,28.027,4.348,4.348,113.0,113.0,47.776,47.776,1.907,1.907,30.29,30.29,38.03,38.03
36,50,280,5.162440066317846,7.945570813635328,4,0.5289552299072695,0.24369525573917628,16.940162812016588,1.038819950169871,38.53882578560966,0.618643638157566,15.418031493743891,1.4052219914104995,55.740266505137235,0.9729305575800586,35.44479520211255,35.04117612158659,0.5594199078286757,2.5289887832654934,16.66061654512906,17.55803883032377,4.282764338508219,1.1102155586249598,86.205,86.205,27.87,27.87,50.476,50.476,100.273,100.273,14.333,14.333,113.0,113.0,105.076,105.076,3.109,3.109,46.254,46.254,71.121,71.121
50,36,280,7.088370413051037,5.938130468403402,2,0.4562341649023911,0.3338517516038629,15.7509176496417,0.8289310013913127,20.391410369098246,0.2654607005663454,20.68730414493593,1.0409609745681458,37.121560135498555,0.893630259402823,31.342981362953203,38.98870553648227,0.5493823501910835,3.148322321332987,22.809593548706076,11.33310980043197,5.283736383467779,0.752936827471375,41.49,41.49,18.561,18.561,21.568,21.568,45.493,45.493,13.315,13.315,113.0,113.0,156.086,156.086,2.331,2.331,37.122,37.122,55.786,55.786
50,36,210,5.6079878079979615,4.825958317712594,2,0.6238193854385267,0.2980768077683515,10.403658683148688,0.9972046992386685,23.836811387759255,0.5695945505864084,24.292442956384058,1.272143719015363,31.749868935617307,0.7305818711539176,29.233901469890203,34.544676253585685,0.3168527692029337,2.0491262810852913,26.87663180919459,19.26846259814738,3.5618352911996176,1.2121147440079412,43.32,43.32,15.875,15.875,21.966,21.966,46.807,46.807,5.233,5.233,113.0,113.0,73.359,73.359,2.237,2.237,31.75,31.75,62.358,62.358
50,36,210,6.72012282093792,7.093764304680702,1,0.6420809026499804,0.3426783206232767,17.7260127233313,1.010200187802523,25.996834225327536,0.7575942204290741,12.331235452784728,1.1681606351339302,34.07014660893568,0.7752524082390368,32.44548315501621,28.38784551966162,0.4892602686029663,3.1649729825490076,21.078544715843087,11.658191554136529,4.455464545694838,1.0737137418805063,26.408,26.408,17.035,17.035,16.66,16.66,29.246,29.246,5.058,5.058,113.0,113.0,54.11,54.11,1.934,1.934,34.07,34.07,40.059,40.059
36,36,280,6.285854562561196,7.280941043600381,1,0.4201298653666404,0.22013008225110717,14.993998627073745,1.171843439566219,31.53010003116625,0.48838408119084187,13.877111007959883,0.7518479437965421,41.23748256983667,0.8752226815792705,30.327663271262708,33.38434518505498,0.5328544556810832,2.3852992382497726,21.796142378639757,14.022362356954199,3.860408109828821,0.78934895713847,30.304,30.304,20.619,20.619,18.961,18.961,34.213,34.213,10.651,10.651,113.0,113.0,95.185,95.185,1.799,1.799,41.237,41.237,41.732,41.732
50,36,280,7.724578039205513,7.801955549048692,3,0.5319719697991713,0.3197848460060933,15.372753722204333,1.0703363769142373,40.82133096193442,0.7341518738542552,14.248023518849825,1.2999233470612328,47.78108557536638,0.7152485794928576,36.702997610439596,34.74511088479956,0.7910076787562861,2.7937399162960324,26.580216713995306,16.831557748958488,3.002667740577539,1.0894795679680276,48.382,48.382,23.891,23.891,28.581,28.581,55.21,55.21,8.428,8.428,113.0,113.0,70.229,70.229,1.817,1.817,42.744,42.744,52.019,52.019
36,36,210,6.90943817260993,7.945189782271084,4,0.5502432196720267,0.3038349931257289,11.803364602367957,0.8036731902710479,22.05693777701729,0.4525538586357999,16.070127839717024,1.0391897423192349,59.16323809954713,0.6169537461947204,27.003718700102954,29.55494320310475,0.4591824891630059,2.1398090927435147,15.60594181751113,19.4142040776742,5.764374539343052,1.0763181476955765,58.144,58.144,29.582,29.582,25.428,25.428,65.666,65.666,7.682,7.682,113.0,113.0,68.442,68.442,2.734,2.734,48.21,48.21,51.464,51.464
36,50,210,4.471097025669009,7.613498678708265,1,0.5083127446793404,0.2297236709447667,12.115084557238285,1.1049522222912262,34.12260991994612,0.6946584717386323,12.698330195971282,0.6403333477986575,42.7379529087093,0.8660322494976769,36.60268455544835,34.87349239707924,0.32050924968601924,3.331036847338235,17.36647593549064,12.450788839980257,4.250744162253134,0.7989796253727103,33.135,33.135,21.369,21.369,23.885,23.885,38.239,38.239,13.096,13.096,113.0,113.0,99.861,99.861,2.069,2.069,38.095,38.095,39.124,39.124
50,36,280,5.868525426902313,5.606939359085366,4,0.4216850053701662,0.2339122948876719,11.554803039033242,0.9108742030001161,36.50197012066599,0.7848259723642416,19.93058760456641,1.1021805281326342,46.47089852425956,0.8380307178286672,31.34528582887276,37.38697509075003,0.35719774076945837,2.311062118660972,17.79508386469915,18.626398998574274,4.7723664915571895,1.1986268290339523,55.535,55.535,23.235,23.235,27.418,27.418,61.905,61.905,6.679,6.679,113.0,113.0,66.653,66.653,2.723,2.723,46.471,46.471,60.773,60.773
36,36,210,7.053891556147316,4.385623245365215,3,0.3639056907680114,0.31937196486024566,11.349200954141835,1.0849528533021655,23.558569874982396,0.49548537845701646,12.494045237835595,0.8807306954761873,37.12288701512187,0.6348829470243649,27.483110441637205,29.87481393767351,0.7716800758385162,2.1479045403300607,15.189673028522732,11.66047784411783,5.953207765989621,0.9296297654809147,23.572,23.572,18.561,18.561,17.961,17.961,26.906,26.906,7.274,7.274,113.0,113.0,60.287,60.287,2.129,2.129,37.123,37.123,33.344,33.344
36,36,280,5.38035165092849,4.933794159453118,4,0.36416322603233314,0.21202144965729472,14.57825844753678,1.0349696530716725,32.43207813583968,0.42801799926893525,21.324355193398468,1.492888116453804,56.10282333248935,0.7941979419276268,37.08545221409575,34.13855749348566,0.6148184279605035,3.3203912690203006,20.489717139585768,10.12548773827763,5.962382351617991,0.8264286337559372,90.72,90.72,28.051,28.051,52.187,52.187,105.359,105.359,26.744,26.744,96.187,96.187,198.246,198.246,2.977,2.977,56.103,56.103,79.391,79.391
50,50,280,5.535824836182149,4.6705646899996545,3,0.5223959298644842,0.33797169821211714,18.188162728411477,1.051202242541918,40.15786672195131,0.6196789281794193,21.3662357389385,1.1689000497727622,44.23348479594016,0.8871358167677887,34.906602152165334,34.38467550385169,0.36827483195352373,3.1685530342662616,26.795271307877197,12.947620674128736,4.957477130517969,1.112321750968373,67.94,67.94,22.117,22.117,35.067,35.067,75.696,75.696,9.92,9.92,113.0,113.0,99.702,99.702,2.566,2.566,44.233,44.233,65.338,65.338
50,50,210,7.450406015980053,4.109184437815882,1,0.6098117012705091,0.27000676130291873,14.062043738919975,1.1520211490908117,39.55569276057025,0.6262069999809505,15.308150582289507,0.9896845721828746,52.911365745486904,0.8241346209747434,30.153630320206375,28.00572512272891,0.5329129458520965,2.9261783949842406,27.31065600941517,14.949937113715443,4.537732689343109,1.1489788844230162,61.273,61.273,26.456,26.456,26.547,26.547,68.297,68.297,7.038,7.038,113.0,113.0,69.926,69.926,2.162,2.162,45.924,45.924,54.206,54.206
50,50,210,4.684634967507495,6.608107610916026,3,0.6279922805656974,0.21930541252488542,13.712175095425891,0.7226891916953289,24.826757127969408,0.7457165575798514,22.85257786707469,1.2400085122331557,33.562064167247534,0.8761365318709081,27.198277583634734,35.27305295803526,0.6764029743906332,2.5222527404843977,17.114596657872294,15.854180191134072,5.196958059158748,0.9654343752230208,52.296,52.296,16.781,16.781,34.852,34.852,58.144,58.144,13.087,13.087,113.0,113.0,135.449,135.449,3.241,3.241,33.562,33.562,62.93,62.93
50,36,210,7.223199453543585,6.012882058145582,1,0.500892269115613,0.2950725076994735,14.310638539505021,0.9275896293101763,34.90369271567176,0.574120782028151,18.658638565451035,1.258349141537901,47.668247003028405,0.7811616421187404,31.22860328712881,27.076507279001394,0.4860487141770669,2.4039517630023766,29.70470122814028,13.660708425673914,3.8382629144257354,0.926940098527758,58.717,58.717,23.834,23.834,25.841,25.841,64.876,64.876,10.526,10.526,113.0,113.0,114.178,114.178,2.025,2.025,47.668,47.668,61.672,61.672
36,50,210,7.7285731250490635,4.05321645544477,3,0.6876323591580323,0.242134273155893,10.382796354007372,0.9189054988706229,49.16325613850297,0.6887988392018614,24.360140625739504,1.4238145988163244,32.34557209461966,0.5256145791167719,33.19726909834621,34.14372172317752,0.5595489601556081,3.345703573303105,22.548168801365637,12.39920618239331,5.676144896269734,0.9270139978889509,55.047,55.047,16.173,16.173,24.853,24.853,59.066,59.066,10.122,10.122,113.0,113.0,155.996,155.996,3.009,3.009,32.346,32.346,63.655,63.655
50,50,210,5.96957252347067,7.915336821969403,3,0.4439820750032113,0.3062518100292616,11.531948441305325,0.738071799227473,39.298648404168866,0.7395884054808726,15.60045557982646,0.9119303444351746,36.438403827023606,0.7056465771164258,36.25415927298222,29.863092481144207,0.6671498383399348,2.4570764333867547,25.925480376706762,16.20957311450686,3.826900307512227,0.9335135391184273,33.245,33.245,18.219,18.219,24.776,24.776,37.759,37.759,9.951,9.951,113.0,113.0,85.594,85.594,1.906,1.906,36.438,36.438,39.659,39.659
36,50,280,4.456155175239365,4.9979674067722115,2,0.5536993128741945,0.2333981408441469,14.386619102499232,0.7800702727824261,32.22704014600844,0.3298003503162468,12.155451986921959,1.24863921672724,50.9237964390912,0.6126379464997928,26.21706982470498,31.95362866515664,0.6960520905485585,2.737383015212469,25.153669851436398,13.190055006101446,3.8150903908957874,1.1172604457386983,51.628,51.628,25.462,25.462,37.147,37.147,61.087,61.087,10.416,10.416,113.0,113.0,69.137,69.137,2.02,2.02,36.466,36.466,45.018,45.018
50,50,280,7.038452943119239,4.739385292707716,2,0.31520532858618694,0.32108092489314616,13.519835685750614,1.1050967240903686,31.185307384411885,0.48119361028383567,22.07620164449613,1.2232859276802737,55.47793117952449,0.7860752892419625,30.79085965632336,34.01853164183838,0.5715526874078796,1.5691436152156795,17.879626769829933,19.14508642490905,5.948920183076776,1.218474007645341,93.59,93.59,27.739,27.739,39.108,39.108,104.438,104.438,9.219,9.219,113.0,113.0,90.992,90.992,3.428,3.428,55.478,55.478,71.773,71.773
50,50,210,6.361751001474794,4.73714283363933,4,0.40575883586098477,0.30098285817948933,13.976423408615691,1.0835143165988637,24.681505017825405,0.690807738722585,18.25277733492737,0.9814454694450371,53.7941485644621,0.6488416452683753,27.046699251532665,26.62973442456112,0.6448943358893363,2.6128598766827684,23.688862921076446,13.621165897087984,5.165342805733594,1.0364792020291351,64.092,64.092,26.897,26.897,31.804,31.804,72.646,72.646,10.361,10.361,113.0,113.0,89.86,89.86,2.405,2.405,53.794,53.794,52.094,52.094
