A_sec,A_trab,fc,L1,L2,Pisos,Cm,Cv,vigas_sec_bf,vigas_sec_tf,vigas_sec_h,vigas_sec_tw,vigas_trab_bf,vigas_trab_tf,vigas_trab_h,vigas_trab_tw,col_b,col_h,col_e,rbs_a,rbs_b,rbs_c,rbs_tp,Resultados_RBS_sh_iz,Resultados_RBS_sh_der,Resultados_RBS_Mpr_viga_iz,Resultados_RBS_Mpr_viga_der,Resultados_RBS_Zrbs_iz,Resultados_RBS_Zrbs_der,Resultados_RBS_Mpr_con_iz,Resultados_RBS_Mpr_con_der,Resultados_RBS_Vu_iz,Resultados_RBS_Vu_der,Resultados_RBS_Vn_iz,Resultados_RBS_Vn_der,Resultados_RBS_Mf_iz,Resultados_RBS_Mf_der,Resultados_RBS_Mpe_iz,Resultados_RBS_Mpe_der
50,36,210,4.1433737924603165,5.482592574909173,1,0.4122812534549837,0.2715716274039673,10.259123145069644,0.9174177365138484,36.9898543623889,0.6759505510773023,24.482899685964462,1.3184109294739743,36.479620225033244,0.8356308400612074,28.764620306607622,34.73196251177511,0.733083507655647,7.211188130488174,21.18173424554609,2.071095558566878,1.1190758132193102,14.196,14.196,51.18,51.18,1182.202,1182.202,46.657,46.657,35.9,35.9,42.927,42.927,51.753,51.753,45.196,45.196
50,50,280,5.4708122661461065,6.691467878386426,3,0.6531087117022705,0.16689174833177506,10.930758708563811,0.7007985911141354,20.28513947692404,0.5687733016139223,15.725691785253229,0.9760984822953646,48.10339927244141,0.9542729463722183,36.10330736145129,32.72157513463966,0.6752938812490674,9.233349176929437,28.2083165459874,2.7910741558550782,0.9163296808268752,18.721,18.721,55.78,55.78,974.746,974.746,45.21,45.21,39.386,39.386,92.848,92.848,52.583,52.583,47.6,47.6
50,36,210,7.056203245355492,5.44925046092599,3,0.3632134794252164,0.25135994238414877,15.959419992710465,1.0595558861933847,46.3743944382624,0.6822741243326153,20.660516751447886,1.5524023142473258,31.94913800924,0.6605132684192404,37.717015169008164,32.448861717218996,0.6363459896790361,9.561973602556913,27.030758389200386,3.7859393393161254,1.233206804654683,18.296,18.296,42.437,42.437,755.012,755.012,29.797,29.797,24.352,24.352,28.92,28.92,34.253,34.253,36.582,36.582
36,50,280,6.9378768372936275,4.023074796737811,1,0.6044559773526077,0.3378499804713483,12.93007096488288,1.1936182443977557,38.383485241358926,0.538857880138911,14.118677384512452,0.9144511674595323,49.42126251712111,0.9314597417827879,34.46837001584434,29.880314937989592,0.609905421355903,9.102521148242726,30.56292916563111,4.714593870186263,0.8379306045883461,19.833,19.833,51.325,51.325,735.459,735.459,34.111,34.111,26.696,26.696,93.458,93.458,39.406,39.406,44.592,44.592
50,50,210,6.412439552846701,6.734658179470446,2,0.6187218132880861,0.2322729068472665,18.44251237883175,1.064097954060799,30.97365659927042,0.515527853005582,16.62865684897733,1.558221801280228,51.06926257562322,0.8546788726796666,34.46346820422266,39.899535498239885,0.5504428611612309,6.341500129041311,31.721807079733573,4.610686605376995,0.8230062343760798,19.032,19.032,79.321,79.321,1062.794,1062.794,49.293,49.293,45.929,45.929,86.404,86.404,58.034,58.034,68.575,68.575
50,36,280,7.924216422784616,6.63340193106545,1,0.3464198091541699,0.2504641261877675,13.308224930457495,1.0296053559525489,21.91923325198449,0.33341582956975024,16.691668250879694,1.1227822066645263,52.76084754663471,0.595912004032448,28.719577586726828,30.294091753444572,0.6750482532888747,7.504167645854765,22.250332769106777,4.559891121346216,1.3294070891328307,14.877,14.877,51.28,51.28,819.166,819.166,32.329,32.329,30.104,30.104,36.531,36.531,36.808,36.808,44.331,44.331
50,50,210,4.23076087433732,5.834515590198414,1,0.549244581937027,0.3357144586103132,19.449517309709083,1.0974927432454715,20.656245373336457,0.786905657524129,17.131169946777703,0.8743320276053378,53.102829233573125,0.599579465344323,39.12554360914762,26.727814849739325,0.4029746944278845,9.748687844847232,29.288788727315847,2.8983280722937708,0.8540922583496997,19.519,19.519,52.425,52.425,912.901,912.901,42.341,42.341,38.064,38.064,37.342,37.342,49.771,49.771,45.515,45.515
36,50,210,4.2805067889907855,7.639795710285794,1,0.45953839219650766,0.21930086791467404,11.37034670614207,0.7839246581029027,37.30104201211232,0.5150218264734108,24.738140707718948,1.3459919171972938,59.24105913254935,0.8279019153657097,37.15888160597767,38.016698499935934,0.6161758239961259,7.562785859619985,26.35289781974174,4.641620696378043,0.8367614329837276,16.958,16.958,113.157,113.157,1866.209,1866.209,86.556,86.556,73.079,73.079,82.943,82.943,98.949,98.949,100.091,100.091
36,50,210,7.25826117161435,5.372143705923323,3,0.4272278461034962,0.3228039344114999,17.716172492269884,1.155033825715164,34.33764287029863,0.7412379396896618,12.362641132338348,1.550190539296155,41.26554103435228,0.5187521525798902,32.7468863970012,36.7654050290624,0.6384686010284877,10.913561115935902,21.453216119191197,2.6298321976665378,1.1595299383970117,16.183,16.183,42.743,42.743,626.205,626.205,29.044,29.044,26.582,26.582,29.764,29.764,33.346,33.346,36.719,36.719
50,50,280,7.946104848165229,7.535845252699566,4,0.33017375527258963,0.20661348567711768,14.894871409019395,1.0829458941661412,23.059774603912597,0.27931735119852785,23.719314551517993,1.1973950583063524,35.80025342895073,0.4279426868545,38.81339270309909,30.042851974751677,0.33634789777169044,6.021662092348737,33.51016669484741,4.25910079783336,1.2934316514251378,19.766,19.766,50.08,50.08,749.22,749.22,34.749,34.749,29.221,29.221,19.432,19.432,40.525,40.525,42.599,42.599
